0.0,
0.013089868261357088,
0.026177493547719432,
0.03926063326843054,
0.052337045601444476,
0.06540448987746665,
0.07846072696389686,
0.09150351964850913,
0.10453063302280259,
0.11753983486495738,
0.13052889602233025,
0.14349559079342458,
0.15643769730926846,
0.16935299791413644,
0.18223927954554942,
0.19509433411348717,
0.20791595887874884,
0.22070195683039703,
0.23345013706221976,
0.2461583151481465,
0.2588243135165542,
0.27144596182339853,
0.2840210973241063,
0.29654756524416637,
0.30902321914835457,
0.3214459213085293,
0.33381354306993616,
0.34612396521595623,
0.358375078331239,
0.3705647831631544,
0.382690990981504,
0.3947516239364289,
0.40674461541445395,
0.4186679103926057,
0.43051946579054456,
0.44229725082065113,
0.4539992473360053,
0.46562345017619966,
0.47716786751092866,
0.48863052118129113,
0.5000094470387534,
0.5113026952817088,
0.5225083307895806,
0.5336244334544088,
0.5446490985098645,
0.5555804368576349,
0.5664165753911247,
0.5771556573164163,
0.5877958424704351,
0.5983353076362653,
0.6087722468555615,
0.619104871738004,
0.6293314117677417,
0.6394501146067745,
0.64945924639522,
0.6593570920484132,
0.6691419555507901,
0.6788121602465034,
0.6883660491267203,
0.6978019851135548,
0.7071183513405845,
0.7163135514299026,
0.725386009765662,
0.7343341717640594,
0.743156504139716,
0.7518514951684102,
0.760417654946113,
0.7688535156442874,
0.7771576317614028,
0.7853285803706254,
0.7933649613636382,
0.8012653976905543,
0.8090285355958754,
0.8166530448504611,
0.8241376189794669,
0.8314809754862105,
0.83868185607193,
0.8457390268513969,
0.8526512785643439,
0.8594174267826743,
0.8660363121134165,
0.8725068003973876,
0.8788277829035342,
0.884998176518916,
0.8910169239342988,
0.8968829938253264,
0.9025953810292414,
0.90815310671712,
0.9135552185615976,
0.9188007909000514,
0.9238889248932148,
0.9288187486791952,
0.9335894175228693,
0.93820011396063,
0.9426500479404605,
0.9469384569573116,
0.951064606183758,
0.9550277885959124,
0.9588273250945761,
0.9624625646216032,
0.9659328842714615,
0.9692376893979677,
0.9723764137161821,
0.975348519399442,
0.9781534971715198,
0.9807908663938879,
0.9832601751480782,
0.9855610003131178,
0.9876929476380327,
0.9896556518094032,
0.9914487765139607,
0.9930720144962162,
0.9945250876111087,
0.9958077468716662,
0.9969197724916702,
0.997860973923316,
0.9986311898898639,
0.9992302884132742,
0.9996581668368218,
0.9999147518426869,
0.9999999994645173,
0.9999138950949638,
0.9996564534881812,
0.9992277187573017,
0.9986277643668751,
0.9978566931202811,
0.9969146371421134,
0.9958017578555398,
0.9945182459546426,
0.9930643213717417,
0.9914402332397102,
0.9896462598492837,
0.9876827086013753,
0.9855499159544017,
0.9832482473666304,
0.9807780972335576,
0.9781398888203279,
0.9753340741892068,
0.9723611341221189,
0.9692215780382655,
0.9659159439068338,
0.9624447981548153,
0.9588087355699474,
0.9550083791987948,
0.9510443802399905,
0.9469174179326502,
0.9426281994399838,
0.9381774597281219,
0.9335659614401779,
0.9287944947655667,
0.9238638773046058,
0.9187749539284161,
0.9135285966341523,
0.9081257043955854,
0.9025672030090596,
0.8968540449348573,
0.8909872091339924,
0.8849677009004626,
0.8787965516889918,
0.8724748189382867,
0.866003585889844,
0.859383961402334,
0.8526170797615947,
0.8457041004862724,
0.8386462081291322,
0.8314446120740855,
0.8241005463289577,
0.8166152693140402,
0.8089900636464559,
0.8012262359203819,
0.7933251164831602,
0.7852880592073406,
0.7771164412586942,
0.7688116628602291,
0.7603751470522632,
0.7518083394485809,
0.7431127079887259,
0.7342897426864659,
0.7253409553744762,
0.7162678794452844,
0.7070720695885191,
0.697755101524513,
0.688318571734298,
0.6787640971860465,
0.669093315058,
0.6593078824579345,
0.6494094761392146,
0.6393997922134748,
0.62928054585999,
0.6190534710317749,
0.6087203201584683,
0.5982828638460511,
0.5877428905734472,
0.5771022063860688,
0.56636263458634,
0.5555260154212779,
0.5445942057671559,
0.5335690788113303,
0.5224525237312603,
0.511246445370797,
0.49995276391378485,
0.48857341455503134,
0.4771103471687128,
0.46556552597425205,
0.45394092919975376,
0.4422385487430239,
0.4304603898302603,
0.41860847067244733,
0.406684822119536,
0.3946914873124514,
0.3826305213329977,
0.37050399085171404,
0.3583139737737478,
0.34606255888280174,
0.3337518454832159,
0.32138394304024814,
0.3089609708186116,
0.29648505751933696,
0.28395834091501354,
0.27138296748347857,
0.25876109204001224,
0.24609487736810876,
0.23338649384887583,
0.22063811908913827,
0.20785193754829975,
0.19503014016402978,
0.1821749239768453,
0.16928849175363994,
0.15637305161023865,
0.14343081663303078,
0.1304640044997543,
0.11747483709948993,
0.10446554015194115,
0.09143834282604674,
0.07839547735801136,
0.06533917866880845,
0.052271683981218335,
0.039195232436481126,
0.02611206471060868,
0.01302442263044741,
-6.545121047030031e-05,
-0.01315531383619142,
-0.02624292227268955,
-0.039326033932193215,
-0.0524024069974662,
-0.06546980080594159,
-0.07852597623366735,
-0.09156869607898331,
-0.1045957254458693,
-0.1176048321269007,
-0.13059378698573865,
-0.14356036433910352,
-0.156502342338141,
-0.16941750334914865,
-0.18230363433356608,
-0.1951585272271876,
-0.2079799793185148,
-0.22076579362619908,
-0.23351377927549619,
-0.24622175187367648,
-0.25888753388432895,
-0.27150895500048167,
-0.28408385251649193,
-0.29661007169862685,
-0.3090854661542849,
-0.32150789819978065,
-0.3338752392266451,
-0.34618537006636396,
-0.35843618135350125,
-0.37062557388714706,
-0.38275145899061497,
-0.3948117588693449,
-0.4068044069669341,
-0.4187273483192487,
-0.43057853990654293,
-0.44235595100353825,
-0.4540575635273874,
-0.4656813723834815,
-0.477225385809024,
-0.48868762571432606,
-0.5000661280217512,
-0.5113589430022705,
-0.5225641356095481,
-0.533679785811514,
-0.5447039889193717,
-0.5556348559139629,
-0.5664705137694601,
-0.5772091057743094,
-0.5878487918493874,
-0.5983877488632945,
-0.6088241709447595,
-0.619156269792074,
-0.6293822749795249,
-0.6395004342607588,
-0.6495090138690323,
-0.6594062988142981,
-0.6691905931770693,
-0.6788602203990237,
-0.6884135235702782,
-0.6978488657133104,
-0.707164630063453,
-0.7163592203459332,
-0.7254310610493947,
-0.7343785976958672,
-0.7432002971071275,
-0.7518946476674124,
-0.7604601595824395,
-0.7688953651346843,
-0.7771988189348765,
-0.785369098169671,
-0.7934048028454517,
-0.801304556028217,
-0.8090670040795287,
-0.816690816888454,
-0.8241746880994854,
-0.8315173353363867,
-0.8387175004219309,
-0.8457739495934932,
-0.8526854737144531,
-0.85945088848139,
-0.8660690346270098,
-0.8725387781187907,
-0.8788590103533004,
-0.88502864834616,
-0.8910466349176127,
-0.8969119388736738,
-0.9026235551828301,
-0.9081805051482531,
-0.9135818365754993,
-0.9188266239356717,
-0.923913968524012,
-0.9288429986138932,
-0.9336128696061935,
-0.9382227641740192,
-0.9426718924027556,
-0.9469594919254205,
-0.9510848280532969,
-0.9550471939018235,
-0.9588459105117217,
-0.9624803269653354,
-0.9659498204981668,
-0.9692537966055905,
-0.9723916891447201,
-0.97536296043142,
-0.9781671013324379,
-0.9808036313526467,
-0.983272098717376,
-0.9855720804498276,
-0.9877031824435508,
-0.9896650395299755,
-0.9914573155409824,
-0.9930797033665081,
-0.9945319250071676,
-0.9958137316218908,
-0.9969249035705614,
-0.9978652504516532,
-0.9986346111348556,
-0.9992328537886832,
-0.9996598759030659,
-0.9999156043069141,
-0.9999999951806564,
-0.9999130340637487,
-0.9996547358571513,
-0.9992251448207764,
-0.9986243345659037,
-0.9978524080425668,
-0.9969094975219128,
-0.9957957645735371,
-0.9945114000377985,
-0.9930566239931179,
-0.9914316857182675,
-0.9896368636496571,
-0.9876724653336224,
-0.9855388273737268,
-0.9832363153730838,
-0.9807653238717102,
-0.9781262762789208,
-0.9753196248007759,
-0.9723458503625958,
-0.9692054625265528,
-0.9658989994043564,
-0.9624270275650476,
-0.9587901419379155,
-0.9549889657105542,
-0.9510241502220812,
-0.9468963748515262,
-0.9426063469014191,
-0.9381548014765919,
-0.9335425013582194,
-0.9287702368731118,
-0.9238388257582926,
-0.9187491130208766,
-0.9135019707932774,
-0.9080982981837664,
-0.9025390211224052,
-0.8968250922023905,
-0.8909574905168208,
-0.8849372214909307,
-0.878765316709807,
-0.872442833741625,
-0.865970855956433,
-0.8593504923405118,
-0.8525828773063526,
-0.8456691704982693,
-0.8386105565936912,
-0.8314082451001672,
-0.8240634701481162,
-0.8165774902793528,
-0.808951588231436,
-0.8011870707178678,
-0.7932852682041865,
-0.7852475346799912,
-0.7770752474269264,
-0.7687698067826888,
-0.7603326359010714,
-0.7517651805081093,
-0.7430689086543436,
-0.7342453104632775,
-0.7252958978760302,
-0.7162222043922739,
-0.7070257848074551,
-0.6977082149463854,
-0.6882710913932149,
-0.678716031217858,
-0.6690446716989067,
-0.6592586700430728,
-0.6493597031012293,
-0.6393494670810743,
-0.6292296772564875,
-0.6190020676736069,
-0.6086683908537021,
-0.5982304174928766,
-0.587689936158651,
-0.5770487529834949,
-0.5663086913553363,
-0.5554715916051246,
-0.5445393106914816,
-0.5335137218825154,
-0.5223967144348257,
-0.5111901932697772,
-0.4998960786470873,
-0.48851630583579103,
-0.47705282478262206,
-0.46550759977788664,
-0.45388260911888206,
-0.4421798447709087,
-0.43040131202594334,
-0.41854902915902925,
-0.40662502708243764,
-0.3946313489976707,
-0.3825700500453558,
-0.37044319695308575,
