0, 367388
1, 2.66269e+06
2, 356059
3, 4.87857e+06
4, 0
5, 373198
6, 3.30696e+06
7, 434069
8, 6.49704e+06
9, 0
10, 0
11, 446356
12, 4.65335e+06
13, 398268
14, 4.54988e+06
15, 0
16, 350544
17, 3.00391e+06
18, 504019
19, 6.04843e+06
20, 0
21, 0
22, 0
23, 418594
24, 3.01739e+06
25, 455725
26, 4.69117e+06
27, 0
28, 381741
29, 3.60294e+06
30, 559230
31, 6.85984e+06
32, 0
33, 0
34, 717056
35, 6.74245e+06
36, 574984
37, 4.95786e+06
38, 0
39, 400710
40, 4.01971e+06
41, 756137
42, 6.28517e+06
43, 0
44, 0
45, 0
46, 769598
47, 6.35952e+06
48, 731169
49, 6.18518e+06
50, 0
51, 1.036e+06
52, 9.04792e+06
53, 1.22631e+06
54, 1.1125e+07
55, 0
56, 0
57, 6.78302e+06
58, 1.6173e+08
59, 6.3056e+06
60, 1.38973e+07
61, 0
62, 2.41e+06
63, 1.00728e+07
64, 600435
65, 1.05799e+06
66, 0
67, 0
68, 0
69, 848167
70, 4.60785e+06
71, 341706
72, 1.39449e+06
73, 0
74, 637579
75, 1.9636e+06
76, 430233
77, 2.82114e+06
78, 0
79, 0
80, 458648
81, 5.67626e+06
82, 899423
83, 5.34725e+06
84, 0
85, 624284
86, 960450
87, 468454
88, 2.52601e+06
89, 0
90, 0
91, 0
92, 0
93, 366206
94, 968632
95, 547636
96, 2.91065e+06
97, 0
98, 375697
99, 652042
100, 613186
101, 3.47879e+06
102, 0
103, 0
104, 372939
105, 2.78603e+06
106, 863333
107, 4.54447e+06
108, 0
109, 354167
110, 665240
111, 720274
112, 3.90804e+06
113, 0
114, 0
115, 0
116, 444119
117, 384788
118, 791688
119, 4.0882e+06
120, 0
121, 378789
122, 779147
123, 850314
124, 5.42073e+06
125, 0
126, 0
127, 627259
128, 1.31587e+06
129, 1.36756e+06
130, 7.1305e+06
131, 0
132, 365390
133, 703990
134, 987190
135, 4.48805e+06
136, 0
137, 0
138, 0
139, 629397
140, 735334
141, 1.20456e+06
142, 5.56216e+06
143, 0
144, 451296
145, 728699
146, 1.2623e+06
147, 5.98951e+06
148, 0
149, 0
150, 980720
151, 2.03994e+06
152, 2.14313e+06
153, 1.10604e+07
154, 0
155, 424312
156, 1.00267e+06
157, 1.67325e+06
158, 8.11801e+06
159, 0
160, 0
161, 0
162, 1.71879e+06
163, 1.21597e+06
164, 3.06458e+06
165, 1.46163e+07
166, 0
167, 1.40623e+06
