0, 1.71501e+06
1, 4.74977e+06
2, 1.79686e+06
3, 1.3986e+06
4, 4.6365e+06
5, 479300
6, 205128
7, 130272
8, 193333
9, 5.13268e+06
10, 219067
11, 119328
12, 82982.7
13, 63481.5
14, 51134.1
15, 42542.3
16, 36220.5
17, 31348.9
18, 27518.5
19, 24426.7
20, 21883.4
21, 19758
22, 17976
23, 16437.5
24, 15125.9
25, 13979.1
26, 12962.6
27, 12070.9
28, 11286.8
29, 10591.7
30, 9960.41
31, 9406.92
32, 8893.04
33, 8431.55
34, 8011.22
35, 7612.34
36, 7268.38
37, 6939.38
38, 6661.1
39, 6369.96
40, 6122.24
41, 5886.04
42, 5666.67
43, 5450.48
44, 5266.67
45, 5088.15
46, 4932.03
47, 4757.42
48, 4617.67
49, 4464.37
50, 4342.29
51, 4234.33
52, 4106.54
53, 3996.16
54, 3889.22
55, 3780.9
56, 3706.23
57, 3599.28
58, 3517.73
59, 3423.64
60, 3357.98
61, 3293.89
62, 3200.41
63, 3146.17
64, 3080.64
65, 3019.91
66, 2953.21
67, 2909.5
68, 2840.2
69, 2789.97
70, 2737.63
71, 2684.34
72, 2645.59
73, 2586.69
74, 2564.03
75, 2502.53
76, 2470.77
77, 2429.15
78, 2387.48
79, 2339.3
80, 2299.52
81, 2270.82
82, 2244.79
83, 2208.76
84, 2175.14
85, 2152.81
86, 2131.47
87, 2093.83
88, 2067.96
89, 2032.87
90, 2011.02
91, 1977.83
92, 1967.61
93, 1928.04
94, 1911.83
95, 1877.27
96, 1862.78
97, 1825.79
98, 1837.27
99, 1810.93
100, 1777.43
101, 1767.75
102, 1732.01
103, 1711.77
104, 1702.24
105, 1680.97
106, 1673.15
107, 1649.65
108, 1625.41
109, 1625.09
110, 1595.1
111, 1582.79
112, 1560.81
113, 1550.54
114, 1530.54
115, 1529.11
116, 1522.46
117, 1495.79
118, 1483.25
119, 1479.38
120, 1448.52
121, 1443.46
122, 1436.42
123, 1420.94
124, 1391.89
125, 1383.47
126, 1376.51
127, 1370.38
128, 1352.89
129, 1344.19
130, 1329.22
131, 1324.3
132, 1309.48
133, 1302.33
134, 1274.11
135, 1283.5
136, 1276.04
137, 1262.63
138, 1248.14
139, 1246.13
140, 1215.68
141, 1224.75
142, 1224.82
143, 1205.2
144, 1216.85
145, 1195.43
146, 1180.61
147, 1187.65
148, 1177.05
149, 1162.1
150, 1148.86
151, 1130.63
152, 1134.64
153, 1135.64
154, 1122.38
155, 1117.4
156, 1110.09
157, 1102.81
158, 1088.03
159, 1093.22
160, 1072.23
161, 1068.6
162, 1063.84
163, 1065.42
164, 1052.72
165, 1047.69
166, 1054.03
167, 1045.17
168, 1027.27
169, 1018.34
170, 1012.96
171, 1019.18
172, 1002.22
173, 1002.93
174, 997.178
175, 976.995
176, 985.782
177, 981.331
178, 974.614
179, 965.916
180, 963.515
181, 940.837
182, 949.736
183, 945.135
184, 938.015
185, 940.865
186, 925.893
187, 923.075
188, 923.588
189, 916.221
190, 918.701
191, 909.303
192, 904.692
193, 901.428
194, 899.672
195, 905.049
196, 884.51
197, 892.249
198, 864.859
199, 878.733
200, 865.532
201, 873.338
202, 867.348
203, 849.069
204, 858.016
205, 847.132
206, 845.32
207, 842.232
208, 832.598
209, 835.185
210, 841.995
211, 829.611
212, 825.98
213, 817.765
214, 820.412
215, 811.863
216, 803.835
217, 820.501
218, 803.559
219, 796.442
220, 791.325
221, 796.903
222, 788.644
223, 793.56
224, 779.605
225, 778.327
226, 781.58
227, 778.01
228, 763.566
229, 761.003
230, 769.85
231, 770.59
232, 764.673
233, 765.506
234, 765.037
235, 763.345
236, 752.608
237, 734.524
238, 735.322
239, 736.257
240, 741.869
241, 730.029
242, 732.234
243, 727.365
244, 736.742
245, 728.452
246, 721.122
247, 714.332
248, 718.395
249, 708.729
250, 714.321
251, 719.768
252, 699.01
253, 702.228
254, 714.884
255, 704.673
256, 702.335
257, 692.643
258, 690.928
259, 704.914
260, 700.163
261, 693.118
262, 700.049
263, 682.78
264, 684.903
265, 679.778
266, 681.25
267, 687.541
268, 676.884
269, 679.74
270, 659.278
271, 684.245
272, 674.773
273, 659.884
274, 674.545
275, 671.663
276, 667.867
277, 651.36
278, 653.713
279, 654.958
280, 649.487
281, 662.513
282, 646.312
283, 641.913
284, 654.547
285, 644.448
286, 634.522
287, 632.541
288, 633.286
289, 644.253
290, 635.621
291, 638.799
292, 628.749
293, 630.741
294, 637.205
295, 638.375
296, 632.064
297, 626.863
298, 627.919
299, 619.135
300, 625.406
301, 615.334
302, 624.372
303, 620.757
304, 623.927
305, 613.481
306, 609.388
307, 600.22
308, 620.269
309, 610.808
310, 607.892
311, 606.041
312, 601.572
313, 597.855
314, 592.178
315, 591.157
316, 600.502
317, 611.25
318, 593.772
319, 590.226
320, 599.572
321, 602.565
322, 592.455
323, 584.542
324, 593.646
325, 595.67
326, 594.327
327, 575.706
328, 580.659
329, 580.024
330, 575.54
331, 589.447
332, 582.283
333, 585.179
334, 590.678
335, 583.329
336, 581.316
337, 568.877
338, 574.918
339, 573.69
340, 575.289
341, 568.604
342, 569.134
343, 569.458
344, 564.887
345, 568.344
346, 563.195
347, 557.142
348, 562.491
349, 561.387
350, 556.695
351, 553.134
352, 557.368
353, 553.347
354, 555.713
355, 551.439
356, 553.834
357, 551.579
358, 558.921
359, 547.104
360, 553.517
361, 551.304
362, 553.256
363, 554.112
364, 549.182
365, 544.277
366, 549.424
367, 558.282
368, 554.26
369, 545.965
370, 551.798
371, 545.482
372, 542.207
373, 542.489
374, 549.575
375, 543.171
376, 544.887
377, 549.433
378, 552.124
379, 522.702
380, 545.783
381, 523.737
382, 545.53
383, 540.074
384, 532.186
385, 524.039
386, 539.924
387, 536.159
388, 528.339
389, 529.91
390, 535.178
391, 517.804
392, 529.762
393, 520.018
394, 523.095
395, 520.58
396, 532.341
397, 529.991
398, 524.211
399, 512.468
400, 518.51
401, 522.135
402, 520.049
403, 514.871
404, 520.282
405, 523.038
406, 519.392
407, 515.321
408, 519.578
409, 521.489
410, 509.407
411, 514.45
412, 519.939
413, 514.293
414, 522.267
415, 515.749
416, 495.766
417, 513.321
418, 505.029
419, 509.228
420, 509.15
421, 517.275
422, 511.291
423, 508.918
