frequency_hz,power
299.561,1.79075e+14
300.293,7.65559e+13
301.025,6.82966e+12
301.758,1.57565e+14
302.49,6.14509e+13
303.223,8.53613e+12
303.955,1.01891e+13
304.688,1.83509e+12
305.42,3.10464e+12
306.152,3.37574e+13
306.885,7.89119e+12
307.617,1.03335e+14
308.35,7.07597e+12
309.082,1.63839e+14
309.814,4.77011e+13
310.547,2.03209e+13
311.279,1.14293e+14
312.012,6.4119e+13
312.744,4.42188e+12
313.477,2.83132e+12
314.209,1.01985e+13
314.941,2.7275e+14
315.674,3.36149e+13
316.406,1.97249e+13
317.139,1.15521e+14
317.871,1.38469e+14
318.604,8.05762e+12
319.336,1.85307e+12
320.068,6.66926e+13
320.801,6.4388e+12
321.533,1.12579e+13
322.266,2.22986e+13
322.998,5.39177e+11
323.73,7.83561e+13
324.463,2.36279e+13
325.195,1.1241e+14
325.928,3.26553e+13
326.66,7.53285e+13
327.393,1.08619e+13
328.125,2.56592e+13
328.857,6.20367e+13
329.59,4.75503e+13
330.322,7.22021e+13
331.055,3.37581e+14
331.787,7.4927e+12
332.52,1.37325e+13
333.252,7.37164e+13
333.984,7.09805e+13
334.717,3.14793e+13
335.449,6.74169e+13
336.182,5.91499e+12
336.914,1.47113e+13
337.646,3.32478e+13
338.379,1.73015e+14
339.111,8.43042e+12
339.844,1.239e+14
340.576,4.54048e+13
341.309,7.4111e+13
342.041,2.08027e+13
342.773,2.13311e+13
343.506,8.1967e+13
344.238,2.0475e+14
344.971,2.94802e+13
345.703,3.95265e+12
346.436,4.15693e+13
347.168,4.93103e+13
347.9,1.1618e+12
348.633,5.73028e+12
349.365,1.04507e+14
350.098,5.09043e+13
350.83,1.57121e+13
351.562,1.80586e+13
352.295,1.72232e+13
353.027,4.09133e+13
353.76,7.86058e+13
354.492,1.98951e+13
355.225,2.48031e+13
355.957,4.3841e+11
356.689,1.50083e+14
357.422,9.29104e+12
358.154,4.89176e+13
358.887,1.74644e+13
359.619,8.48196e+13
360.352,9.16607e+13
361.084,1.70513e+13
361.816,4.59824e+13
362.549,5.24684e+12
363.281,1.4139e+14
364.014,1.52617e+12
364.746,2.4306e+13
365.479,1.49615e+13
366.211,6.88512e+13
366.943,4.07207e+13
367.676,1.71162e+13
368.408,1.52525e+13
369.141,1.41573e+13
369.873,4.4212e+13
370.605,9.13708e+13
371.338,6.41612e+12
372.07,7.94151e+11
372.803,4.0248e+13
373.535,3.64341e+13
374.268,3.50391e+12
375,1.89471e+13
375.732,1.68625e+14
376.465,7.68957e+13
377.197,1.60148e+13
377.93,1.89297e+13
378.662,5.11444e+13
379.395,4.59032e+13
380.127,9.13035e+13
380.859,1.27806e+13
381.592,1.30498e+14
382.324,3.23075e+13
383.057,1.05445e+13
383.789,2.83993e+12
384.521,4.94782e+13
385.254,2.56702e+13
385.986,4.98208e+13
386.719,5.7645e+13
387.451,7.33745e+12
388.184,2.84322e+12
388.916,2.34808e+14
389.648,6.49498e+13
390.381,2.93435e+13
391.113,4.58418e+13
391.846,2.01141e+13
392.578,6.76593e+12
393.311,4.59305e+13
394.043,2.79427e+13
394.775,6.94287e+13
395.508,2.25251e+13
396.24,5.23534e+13
396.973,2.55541e+10
397.705,1.80593e+13
398.438,7.09587e+12
399.17,2.19549e+12
399.902,4.41311e+13
400.635,1.40903e+12
401.367,6.10493e+12
402.1,7.48675e+13
402.832,8.01451e+13
403.564,9.85727e+12
404.297,1.43665e+13
405.029,1.67867e+14
405.762,9.26323e+12
406.494,2.38119e+12
407.227,2.59052e+12
407.959,3.1333e+13
408.691,6.78749e+13
409.424,1.41498e+13
410.156,2.29834e+13
410.889,9.97682e+13
411.621,2.55078e+12
412.354,6.23787e+13
413.086,3.16191e+12
413.818,2.07604e+13
414.551,1.46212e+12
415.283,9.09065e+11
416.016,4.49912e+12
416.748,6.33718e+12
417.48,2.75086e+13
418.213,8.64716e+13
418.945,1.67883e+12
419.678,4.53252e+13
420.41,7.62454e+13
421.143,1.82354e+14
421.875,1.67536e+12
422.607,2.26962e+12
423.34,5.56822e+12
424.072,3.83367e+13
424.805,6.15583e+11
425.537,4.7071e+12
426.27,1.54433e+12
427.002,4.06568e+13
427.734,1.52209e+13
428.467,2.79055e+12
429.199,1.75557e+12
429.932,1.99207e+12
430.664,9.68379e+11
431.396,1.32368e+12
432.129,1.09747e+11
432.861,2.3521e+11
433.594,1.60475e+12
434.326,3.82173e+12
435.059,8.80497e+10
435.791,7.12233e+11
436.523,3.69181e+13
437.256,2.04365e+13
437.988,9.28473e+09
438.721,6.25624e+12
439.453,7.10062e+12
440.186,3.26538e+13
440.918,6.29243e+11
441.65,2.54168e+12
442.383,2.60402e+13
443.115,1.9822e+14
443.848,6.37235e+12
444.58,4.86347e+13
445.312,1.13614e+13
446.045,7.57338e+13
446.777,4.5341e+12
447.51,8.92821e+12
448.242,1.86814e+12
448.975,9.00168e+09
449.707,3.4229e+12
450.439,2.14519e+13
451.172,3.79505e+12
451.904,4.86072e+13
452.637,1.33089e+13
453.369,7.64681e+13
454.102,1.88719e+12
454.834,2.45652e+13
455.566,6.04017e+13
456.299,7.72624e+12
457.031,2.37597e+12
457.764,1.84869e+12
458.496,4.17893e+13
459.229,1.13797e+14
459.961,8.21738e+11
460.693,9.94032e+11
461.426,1.02537e+14
462.158,1.6903e+13
462.891,8.02918e+12
463.623,8.43586e+12
464.355,2.79969e+13
465.088,8.37102e+11
465.82,6.31797e+11
466.553,1.58541e+13
467.285,1.07266e+13
468.018,1.65624e+13
468.75,5.23894e+13
469.482,1.32468e+13
470.215,4.37794e+13
470.947,1.64738e+13
471.68,5.62262e+12
472.412,2.00596e+13
473.145,3.44792e+13
473.877,3.33818e+12
474.609,1.12541e+14
475.342,9.87231e+13
476.074,4.80449e+12
476.807,1.0794e+12
477.539,5.43417e+13
478.271,1.97935e+13
479.004,2.1331e+13
479.736,2.5789e+13
480.469,1.96554e+12
481.201,2.09884e+12
481.934,5.66828e+13
482.666,4.15821e+13
483.398,4.6536e+13
484.131,1.50685e+13
484.863,6.08821e+13
485.596,5.21904e+12
486.328,1.7672e+13
487.061,1.09228e+13
487.793,7.75613e+13
488.525,7.19687e+13
489.258,2.19301e+12
489.99,5.20307e+12
490.723,3.16896e+13
491.455,9.03333e+12
492.188,2.11128e+12
492.92,1.8344e+13
493.652,5.21395e+13
494.385,1.40993e+13
495.117,7.78824e+12
495.85,8.03179e+12
496.582,1.14648e+13
497.314,3.07465e+13
498.047,3.42085e+13
498.779,5.26751e+11
499.512,1.47488e+13
500.244,2.15904e+13
500.977,6.16374e+13
501.709,5.46164e+12
502.441,2.00627e+13
503.174,1.29238e+13
503.906,6.13892e+13
504.639,2.41117e+13
505.371,1.26088e+13
506.104,1.54838e+13
506.836,3.03396e+13
507.568,4.73675e+13
508.301,6.3943e+12
509.033,2.49962e+12
509.766,2.2169e+13
510.498,3.30519e+13
511.23,1.47131e+13
511.963,6.94209e+12
512.695,7.63584e+12
513.428,1.05207e+13
514.16,3.77189e+13
514.893,3.04163e+13
515.625,9.54931e+11
516.357,2.35052e+12
517.09,2.88029e+13
517.822,8.6402e+12
518.555,8.80036e+11
519.287,3.61849e+13
520.02,8.82185e+13
520.752,1.65101e+13
521.484,1.26097e+13
522.217,7.2519e+11
522.949,5.41996e+13
523.682,7.97771e+11
524.414,6.17557e+13
525.146,7.45315e+12
525.879,6.93059e+13
526.611,1.21404e+12
527.344,4.54379e+12
528.076,1.05922e+13
528.809,2.30954e+13
529.541,1.38371e+13
530.273,3.92499e+13
531.006,8.34441e+12
531.738,7.81732e+12
532.471,3.41188e+13
533.203,1.24249e+14
533.936,1.60954e+12
534.668,2.65439e+13
535.4,2.00645e+13
536.133,5.72967e+12
536.865,5.67351e+12
537.598,3.63685e+13
538.33,5.07701e+11
539.062,5.32986e+13
539.795,1.55279e+12
540.527,2.18896e+13
541.26,8.02352e+12
541.992,1.25468e+12
542.725,3.98198e+12
543.457,1.19106e+13
544.189,1.47705e+13
544.922,3.42743e+12
545.654,1.57021e+12
546.387,7.06628e+13
547.119,8.36548e+12
547.852,5.41724e+12
548.584,4.79422e+13
549.316,6.01469e+13
550.049,1.87071e+11
550.781,7.76725e+11
551.514,9.28759e+11
552.246,3.39024e+13
552.979,2.54581e+13
553.711,9.3358e+11
554.443,3.8133e+13
555.176,2.97567e+13
555.908,1.99043e+13
556.641,1.41893e+13
557.373,1.22997e+13
558.105,4.07197e+12
558.838,1.86056e+11
559.57,9.80161e+11
560.303,5.52876e+12
561.035,2.48544e+10
561.768,3.75208e+13
562.5,2.48641e+13
563.232,1.91965e+13
563.965,2.55168e+12
564.697,1.0432e+14
565.43,4.57578e+13
566.162,1.07393e+12
566.895,2.39743e+11
567.627,1.18557e+13
568.359,1.27418e+13
569.092,2.37213e+12
569.824,5.4157e+11
570.557,5.56512e+12
571.289,2.61145e+13
572.021,5.66643e+11
572.754,7.08621e+11
573.486,2.81645e+12
574.219,3.97862e+11
574.951,1.8683e+10
575.684,6.97179e+11
576.416,5.739e+11
577.148,1.5385e+11
577.881,8.339e+11
578.613,1.73785e+12
579.346,1.43068e+12
580.078,2.28348e+12
580.811,2.67814e+13
581.543,2.7871e+12
582.275,7.24311e+11
583.008,1.50496e+12
583.74,1.49025e+13
584.473,9.09903e+12
585.205,1.98849e+11
585.938,2.0903e+11
586.67,5.75229e+13
587.402,8.05342e+13
588.135,7.39971e+12
588.867,1.06461e+13
589.6,3.03742e+13
590.332,2.69044e+13
591.064,2.90909e+11
591.797,4.15915e+12
592.529,7.35357e+11
593.262,4.35107e+11
593.994,5.61986e+12
594.727,6.64975e+12
595.459,1.78757e+13
596.191,9.86676e+12
596.924,3.21338e+13
597.656,2.45522e+13
598.389,1.93156e+12
599.121,2.4961e+13
599.854,2.63946e+13
600.586,7.48664e+11
601.318,4.82718e+11
602.051,5.39028e+10
602.783,6.04515e+13
603.516,2.76054e+13
604.248,6.32622e+12
604.98,1.40108e+13
605.713,5.48983e+13
606.445,6.79447e+11
607.178,1.64755e+12
607.91,1.46882e+13
608.643,6.40163e+12
609.375,3.10683e+12
610.107,2.31589e+12
610.84,3.0655e+12
611.572,1.97402e+13
612.305,3.89194e+11
613.037,4.00491e+13
613.77,1.69745e+12
614.502,2.75606e+13
615.234,3.95938e+12
615.967,5.16368e+12
616.699,1.56887e+13
617.432,1.83774e+13
618.164,4.8579e+12
618.896,9.92423e+13
619.629,1.40694e+13
620.361,6.71438e+12
621.094,1.15696e+13
621.826,2.69995e+13
622.559,8.53024e+12
623.291,1.83994e+13
624.023,5.70647e+12
624.756,4.20264e+12
625.488,2.50612e+12
626.221,5.22097e+13
626.953,9.55195e+11
627.686,4.3242e+13
628.418,2.20759e+12
629.15,3.39681e+13
629.883,2.08126e+12
630.615,8.35883e+12
631.348,1.4571e+13
632.08,6.1393e+13
632.812,1.88753e+13
633.545,7.66603e+11
634.277,8.31337e+12
635.01,1.8701e+13
635.742,4.07433e+11
636.475,6.70681e+11
637.207,2.62685e+13
637.939,2.10253e+13
638.672,5.38446e+12
639.404,5.59857e+12
640.137,4.56858e+12
640.869,9.64991e+12
641.602,2.37954e+13
642.334,1.16951e+13
643.066,3.86233e+12
643.799,1.78351e+12
644.531,3.81821e+13
645.264,1.23738e+13
645.996,1.29362e+13
646.729,6.85849e+12
647.461,1.77406e+13
648.193,3.52991e+13
648.926,6.51505e+12
649.658,1.25389e+13
650.391,1.03559e+12
651.123,4.00334e+13
651.855,6.214e+12
652.588,8.90022e+12
653.32,1.15166e+12
654.053,1.95567e+13
654.785,1.55827e+13
655.518,6.66826e+12
656.25,4.29121e+12
656.982,4.22855e+12
657.715,1.06174e+13
658.447,2.91505e+13
659.18,6.02303e+12
659.912,6.37181e+11
660.645,8.14332e+12
661.377,1.50036e+13
662.109,1.8118e+12
662.842,1.97996e+12
663.574,4.46039e+13
664.307,3.67813e+13
665.039,4.95062e+12
665.771,8.37354e+12
666.504,6.06803e+12
667.236,2.74363e+13
667.969,1.52739e+13
668.701,1.70788e+13
669.434,3.02316e+13
670.166,2.1976e+13
670.898,2.00991e+12
671.631,4.99115e+11
672.363,1.37616e+13
673.096,1.00976e+13
673.828,1.24183e+13
674.561,2.40689e+13
675.293,2.80483e+11
676.025,5.45053e+11
676.758,6.00423e+13
677.49,4.29718e+13
678.223,3.94983e+12
678.955,1.66293e+13
679.688,8.98356e+12
680.42,2.31743e+12
681.152,9.37412e+12
681.885,1.72728e+13
682.617,1.14421e+13
683.35,1.91794e+13
684.082,1.24629e+13
684.814,2.17365e+12
685.547,8.51956e+12
686.279,8.90723e+11
687.012,7.89494e+10
687.744,1.45403e+13
688.477,2.04901e+12
689.209,3.31628e+12
689.941,1.25524e+13
690.674,3.94721e+13
691.406,7.52707e+11
692.139,1.81156e+11
692.871,5.51409e+13
693.604,1.16001e+13
694.336,1.14696e+12
695.068,9.98428e+11
695.801,4.99605e+12
696.533,2.52524e+13
697.266,8.40994e+12
697.998,2.41687e+12
698.73,3.60598e+13
699.463,2.29077e+12
700.195,2.35669e+13
700.928,1.30255e+11
701.66,9.66132e+12
702.393,6.48458e+11
703.125,7.42881e+10
703.857,8.52981e+11
704.59,3.72567e+12
705.322,3.70375e+12
706.055,3.23438e+13
706.787,1.33967e+12
707.52,2.02892e+13
708.252,8.11191e+12
708.984,7.68763e+13
709.717,5.05164e+12
710.449,1.29864e+12
711.182,4.70348e+11
711.914,1.31844e+13
712.646,1.58707e+12
713.379,2.35471e+12
714.111,1.20098e+11
714.844,1.03995e+13
715.576,1.01806e+13
716.309,5.39395e+11
717.041,1.19134e+11
717.773,1.37189e+12
718.506,4.08303e+11
719.238,2.49042e+11
719.971,3.80367e+10
720.703,2.86852e+11
721.436,5.5822e+11
722.168,9.77381e+11
722.9,1.04216e+11
723.633,8.77118e+11
724.365,8.64911e+12
725.098,1.19596e+13
725.83,1.59604e+11
726.562,1.85747e+12
727.295,3.795e+11
728.027,1.34817e+13
728.76,1.25749e+12
729.492,6.65948e+11
730.225,2.32543e+12
730.957,6.7144e+13
731.689,1.49021e+13
732.422,1.73381e+13
733.154,1.42569e+11
733.887,2.90267e+13
734.619,5.69492e+12
735.352,2.31114e+12
736.084,1.18548e+12
736.816,1.35101e+11
737.549,9.0176e+11
738.281,7.0664e+12
739.014,2.86831e+10
739.746,1.94913e+13
740.479,5.45054e+11
741.211,3.02196e+13
741.943,3.84229e+12
742.676,5.84111e+12
743.408,2.2075e+13
744.141,7.32288e+12
744.873,1.0463e+12
745.605,6.4512e+11
746.338,5.88607e+12
747.07,4.97611e+13
747.803,1.15745e+12
748.535,1.97829e+12
749.268,3.06116e+13
750,1.62067e+13
750.732,2.65928e+12
751.465,8.59652e+11
752.197,1.22974e+13
752.93,1.27932e+11
753.662,1.20465e+12
754.395,5.36499e+12
755.127,5.284e+11
755.859,1.17672e+13
756.592,1.05828e+13
757.324,1.38793e+13
758.057,1.12322e+13
758.789,1.0794e+13
759.521,2.01264e+12
760.254,5.9898e+12
760.986,1.23985e+13
761.719,5.48374e+12
762.451,2.5413e+13
763.184,5.55917e+13
763.916,5.69908e+10
764.648,1.0596e+12
765.381,1.8828e+13
766.113,1.04162e+13
766.846,6.4713e+12
767.578,1.27781e+13
768.311,3.68407e+11
769.043,2.17183e+12
769.775,1.26516e+13
770.508,2.74705e+13
771.24,7.37875e+12
771.973,1.6209e+13
772.705,1.6199e+13
773.438,8.17442e+12
774.17,6.05648e+12
774.902,3.88629e+12
775.635,2.185e+13
776.367,3.67352e+13
777.1,2.8769e+12
777.832,1.22876e+12
778.564,1.05901e+13
779.297,7.02039e+12
780.029,6.89332e+11
780.762,3.03619e+12
781.494,2.25921e+13
782.227,7.51982e+12
782.959,2.96462e+12
783.691,3.68585e+12
784.424,3.74589e+12
785.156,9.93711e+12
785.889,1.60491e+13
786.621,1.67001e+12
787.354,6.39112e+12
788.086,2.07936e+12
788.818,3.09925e+13
789.551,4.57635e+11
790.283,1.0095e+13
791.016,3.72911e+12
791.748,2.11682e+13
792.48,1.50823e+13
793.213,3.75867e+12
793.945,8.67012e+12
794.678,4.35597e+12
795.41,2.66245e+13
796.143,2.74753e+11
796.875,3.22577e+12
797.607,5.691e+12
798.34,1.39154e+13
799.072,7.44124e+12
799.805,3.2781e+12
800.537,3.11351e+12
801.27,3.5308e+12
802.002,1.21046e+13
802.734,1.66504e+13
803.467,4.93428e+11
804.199,1.27288e+11
804.932,1.05898e+13
805.664,5.7203e+12
806.396,5.00859e+11
807.129,7.62956e+12
807.861,3.83718e+13
808.594,1.17907e+13
809.326,3.95704e+12
810.059,2.15056e+12
810.791,1.6935e+13
811.523,4.01587e+12
812.256,2.54058e+13
812.988,4.0734e+10
813.721,3.14567e+13
814.453,2.91551e+12
815.186,2.44572e+12
815.918,1.75372e+12
816.65,1.06617e+13
817.383,5.7038e+12
818.115,1.35439e+13
818.848,8.38841e+12
819.58,2.75572e+12
820.312,4.26956e+12
821.045,5.59001e+13
821.777,6.41845e+12
822.51,9.23404e+12
823.242,9.63748e+12
823.975,3.52203e+12
824.707,1.62954e+12
825.439,1.29159e+13
826.172,2.45795e+12
826.904,2.07235e+13
827.637,1.32399e+12
828.369,1.25415e+13
829.102,9.39405e+11
829.834,2.54411e+12
830.566,2.20741e+12
831.299,1.99116e+12
832.031,9.1228e+12
832.764,5.14036e+11
833.496,5.28052e+11
834.229,2.37593e+13
834.961,1.10403e+13
835.693,2.95327e+12
836.426,9.34566e+12
837.158,3.54659e+13
837.891,3.43841e+11
838.623,4.16531e+11
839.355,3.66814e+11
840.088,1.05188e+13
840.82,1.41322e+13
841.553,1.77589e+12
842.285,9.95734e+12
843.018,2.05212e+13
843.75,3.11341e+12
844.482,1.1921e+13
845.215,2.84261e+12
