frequency_hz,power
2002.44,2.51761e+12
2003.17,1.10141e+12
2003.91,6.18388e+11
2004.64,7.12265e+12
2005.37,4.92467e+12
2006.1,6.18776e+10
2006.84,7.73515e+10
2007.57,6.23682e+11
2008.3,1.34092e+12
2009.03,1.1527e+11
2009.77,1.22515e+11
2010.5,3.63132e+11
2011.23,2.05662e+12
2011.96,1.00841e+11
2012.7,6.86953e+10
2013.43,3.03619e+11
2014.16,9.38774e+09
2014.89,7.31523e+09
2015.62,1.12161e+11
2016.36,2.21018e+10
2017.09,4.4123e+09
2017.82,1.40414e+11
2018.55,1.04957e+11
2019.29,1.1988e+11
2020.02,1.20421e+11
2020.75,2.32321e+12
2021.48,3.08103e+11
2022.22,1.82212e+10
2022.95,2.06538e+11
2023.68,9.1097e+11
2024.41,1.11961e+12
2025.15,1.40354e+09
2025.88,2.71226e+10
2026.61,3.61515e+12
2027.34,7.86156e+12
2028.08,2.1282e+11
2028.81,1.3113e+12
2029.54,2.06294e+12
2030.27,2.58026e+12
2031.01,2.93024e+09
2031.74,3.71969e+11
2032.47,7.76714e+10
2033.2,3.14162e+10
2033.94,4.61393e+11
2034.67,5.84807e+11
2035.4,1.06927e+12
2036.13,1.14158e+12
2036.87,2.02389e+12
2037.6,2.50415e+12
2038.33,6.40595e+10
2039.06,1.90296e+12
2039.79,2.72918e+12
2040.53,1.09227e+11
2041.26,6.50192e+10
2041.99,3.09253e+09
2042.72,4.38165e+12
2043.46,3.39263e+12
2044.19,5.1844e+11
2044.92,6.92795e+11
2045.65,5.61314e+12
2046.39,9.58094e+10
2047.12,2.37396e+11
2047.85,1.08562e+12
2048.58,7.94262e+11
2049.32,1.57566e+11
2050.05,9.83137e+10
2050.78,3.52244e+11
2051.51,1.3782e+12
2052.25,4.06499e+10
2052.98,3.53933e+12
2053.71,7.96224e+10
2054.44,2.7395e+12
2055.18,5.12155e+11
2055.91,4.00193e+11
2056.64,1.29402e+12
2057.37,1.73983e+12
2058.11,9.98979e+10
2058.84,8.63522e+12
2059.57,2.14685e+12
2060.3,7.40833e+11
2061.04,7.42431e+11
2061.77,2.87965e+12
2062.5,6.8246e+11
2063.23,1.58415e+12
2063.96,8.76545e+11
2064.7,3.63409e+11
2065.43,8.92542e+10
2066.16,4.55746e+12
2066.89,4.22544e+11
2067.63,3.73405e+12
2068.36,1.89295e+10
2069.09,3.53437e+12
2069.82,1.00989e+11
2070.56,9.79981e+11
2071.29,1.03326e+12
2072.02,5.36572e+12
2072.75,2.49209e+12
2073.49,6.54604e+10
2074.22,6.91937e+11
2074.95,1.91584e+12
2075.68,6.5407e+10
2076.42,1.05261e+11
2077.15,2.37537e+12
2077.88,2.29244e+12
2078.61,4.66983e+11
2079.35,5.83265e+11
2080.08,4.34652e+11
2080.81,7.31454e+11
2081.54,2.40828e+12
2082.28,1.45602e+12
2083.01,2.75054e+11
2083.74,3.56365e+11
2084.47,3.24084e+12
2085.21,1.93053e+12
2085.94,1.12179e+12
2086.67,8.59599e+11
2087.4,1.28264e+12
2088.13,3.62767e+12
2088.87,8.20756e+11
2089.6,9.72187e+11
2090.33,2.18573e+11
2091.06,3.24609e+12
2091.8,1.01107e+12
2092.53,7.87064e+11
2093.26,3.57521e+10
2093.99,1.60482e+12
2094.73,1.54801e+12
2095.46,8.24891e+11
2096.19,3.52645e+11
2096.92,3.97931e+11
2097.66,1.0854e+12
2098.39,2.61729e+12
2099.12,7.60208e+11
2099.85,3.6628e+10
2100.59,6.6807e+11
2101.32,1.51102e+12
2102.05,2.05318e+11
2102.78,9.84096e+10
2103.52,3.70743e+12
2104.25,4.40176e+12
2104.98,5.40661e+11
2105.71,7.76748e+11
2106.45,2.53516e+11
2107.18,3.18126e+12
2107.91,9.21205e+11
2108.64,2.5418e+12
2109.38,2.34684e+12
2110.11,2.80417e+12
2110.84,1.35697e+11
2111.57,8.28999e+10
2112.3,1.05547e+12
2113.04,1.18526e+12
2113.77,1.25896e+12
2114.5,2.32383e+12
2115.23,1.69795e+10
2115.97,1.24154e+11
2116.7,4.97078e+12
2117.43,5.48194e+12
2118.16,1.54877e+11
2118.9,1.81919e+12
2119.63,1.07036e+12
2120.36,2.42099e+11
2121.09,6.32451e+11
2121.83,1.99975e+12
2122.56,6.46048e+11
2123.29,2.65713e+12
2124.02,9.98536e+11
2124.76,5.08354e+11
2125.49,1.06847e+12
2126.22,2.93105e+10
2126.95,9.03762e+10
2127.69,1.44722e+12
2128.42,3.55673e+11
2129.15,3.35925e+11
2129.88,8.07077e+11
2130.62,4.24848e+12
2131.35,1.64298e+10
2132.08,1.64871e+10
2132.81,5.25002e+12
2133.54,1.89632e+12
2134.28,1.43169e+11
2135.01,8.06197e+10
2135.74,2.69412e+11
2136.47,2.61143e+12
2137.21,1.10557e+12
2137.94,1.26755e+11
2138.67,3.88732e+12
2139.4,6.23364e+11
2140.14,2.59238e+12
2140.87,1.05926e+11
2141.6,1.28368e+12
2142.33,4.41884e+10
2143.07,2.08717e+09
2143.8,7.72596e+10
2144.53,5.07152e+11
2145.26,1.83779e+11
2146,3.55125e+12
2146.73,3.8992e+11
2147.46,2.21307e+12
2148.19,3.0141e+11
2148.93,8.62071e+12
2149.66,1.02151e+12
2150.39,2.12247e+11
2151.12,2.28057e+10
2151.86,1.24386e+12
2152.59,3.98575e+11
2153.32,2.70693e+11
2154.05,2.85772e+10
2154.79,9.67876e+11
2155.52,1.25732e+12
2156.25,2.74326e+10
2156.98,2.21247e+10
2157.71,2.35233e+11
2158.45,2.80481e+10
2159.18,2.18724e+10
2159.91,3.8138e+10
2160.64,3.71386e+10
2161.38,7.10699e+10
2162.11,1.13059e+11
2162.84,1.6253e+10
2163.57,1.33494e+11
2164.31,8.07822e+11
2165.04,1.58658e+12
2165.77,3.02079e+10
2166.5,1.36814e+11
2167.24,4.68085e+09
2167.97,1.50205e+12
2168.7,3.13343e+11
2169.43,2.58568e+10
2170.17,1.11202e+11
2170.9,6.76635e+12
2171.63,2.73434e+12
2172.36,1.66279e+12
2173.1,2.14563e+10
2173.83,3.15967e+12
2174.56,9.18605e+11
2175.29,1.34516e+11
2176.03,1.99203e+11
2176.76,2.61729e+10
2177.49,1.40024e+11
2178.22,6.82502e+11
2178.96,3.18367e+10
2179.69,1.96016e+12
2180.42,3.95877e+10
2181.15,3.15734e+12
2181.88,7.09852e+11
2182.62,5.16542e+11
2183.35,2.45197e+12
2184.08,1.28247e+12
2184.81,1.22934e+11
2185.55,3.33629e+10
2186.28,3.48801e+11
2187.01,5.78926e+12
2187.74,4.21036e+11
2188.48,4.39715e+11
2189.21,3.06254e+12
2189.94,2.71865e+12
2190.67,2.69988e+11
2191.41,3.96432e+10
2192.14,1.41155e+12
2192.87,9.71961e+10
2193.6,1.60007e+11
2194.34,4.37292e+11
2195.07,4.90239e+09
2195.8,1.45094e+12
2196.53,7.28845e+11
2197.27,2.17932e+12
2198,9.53985e+11
2198.73,1.72706e+12
2199.46,2.69717e+11
2200.2,5.9296e+11
2200.93,1.39258e+12
2201.66,9.25996e+11
2202.39,2.06063e+12
2203.12,7.53627e+12
2203.86,3.79608e+10
2204.59,3.19653e+11
2205.32,2.18491e+12
2206.05,1.45527e+12
2206.79,6.30437e+11
2207.52,1.75086e+12
2208.25,1.01171e+11
2208.98,3.49348e+11
2209.72,1.11788e+12
2210.45,3.75807e+12
2211.18,3.81911e+11
2211.91,2.47874e+12
2212.65,1.37951e+12
2213.38,1.55732e+12
2214.11,6.59235e+11
2214.84,5.7201e+11
2215.58,2.09992e+12
2216.31,4.85496e+12
2217.04,6.45064e+11
2217.77,1.48083e+11
2218.51,1.24284e+12
2219.24,1.05283e+12
2219.97,1.10193e+11
2220.7,2.27498e+11
2221.44,3.041e+12
2222.17,9.83401e+11
2222.9,3.50138e+11
2223.63,5.63772e+11
2224.37,3.79173e+11
2225.1,1.0721e+12
2225.83,2.33748e+12
2226.56,3.57655e+11
2227.29,7.8768e+11
2228.03,8.93748e+10
2228.76,4.18248e+12
2229.49,1.52894e+11
2230.22,1.45198e+12
2230.96,4.63045e+11
2231.69,2.25666e+12
2232.42,2.33724e+12
2233.15,4.34245e+11
2233.89,1.03085e+12
2234.62,2.28505e+11
2235.35,3.42435e+12
2236.08,8.10473e+08
2236.82,4.99947e+11
2237.55,5.39369e+11
2238.28,1.53801e+12
2239.01,1.08393e+12
2239.75,5.14984e+11
2240.48,3.24359e+11
2241.21,4.51417e+11
2241.94,1.49072e+12
2242.68,2.07641e+12
2243.41,1.07284e+11
2244.14,5.53275e+09
2244.87,1.23782e+12
2245.61,8.13566e+11
2246.34,6.21513e+10
2247.07,5.93253e+11
2247.8,4.82286e+12
2248.54,2.03296e+12
2249.27,3.97663e+11
2250,3.89504e+11
2250.73,1.67057e+12
2251.46,1.02544e+12
2252.2,3.02103e+12
2252.93,1.80456e+11
2253.66,4.03896e+12
2254.39,6.36908e+11
2255.13,2.97418e+11
2255.86,1.07432e+11
2256.59,1.27928e+12
2257.32,8.77936e+11
2258.06,1.59657e+12
2258.79,1.26019e+12
2259.52,2.1064e+11
2260.25,2.50336e+11
2260.99,7.00842e+12
2261.72,1.52767e+12
2262.45,1.01666e+12
2263.18,1.39237e+12
2263.92,5.79403e+11
2264.65,1.78504e+11
2265.38,1.33626e+12
2266.11,6.25059e+11
2266.85,2.39959e+12
2267.58,5.04208e+11
2268.31,1.81732e+12
2269.04,3.66384e+10
2269.78,6.02452e+11
2270.51,3.25805e+11
2271.24,1.09721e+11
2271.97,1.38637e+12
2272.71,4.86548e+10
2273.44,1.11464e+11
2274.17,2.4955e+12
2274.9,1.97114e+12
2275.63,2.84494e+11
2276.37,7.1872e+11
2277.1,5.15433e+12
2277.83,1.71383e+11
2278.56,1.14204e+11
2279.3,5.66724e+10
2280.03,1.03878e+12
2280.76,2.10705e+12
2281.49,3.62885e+11
2282.23,1.02477e+12
2282.96,3.36652e+12
2283.69,2.07224e+11
2284.42,2.08578e+12
2285.16,2.88885e+11
2285.89,6.79198e+11
2286.62,2.65373e+10
2287.35,5.17449e+10
2288.09,1.6072e+11
2288.82,2.4266e+11
2289.55,1.20359e+12
2290.28,2.76814e+12
2291.02,1.97247e+11
2291.75,1.32905e+12
2292.48,3.18213e+12
2293.21,5.78447e+12
2293.95,7.79754e+09
2294.68,1.26443e+11
2295.41,1.93471e+11
2296.14,1.27621e+12
2296.88,3.85515e+10
2297.61,1.82855e+11
2298.34,1.19757e+11
2299.07,1.46251e+12
2299.8,3.29673e+11
2300.54,8.19606e+10
2301.27,1.68734e+11
2302,4.95474e+10
2302.73,2.47969e+10
2303.47,8.6946e+10
2304.2,1.91726e+09
2304.93,4.46877e+09
2305.66,1.2134e+11
2306.4,9.3216e+10
2307.13,4.14615e+10
2307.86,2.89626e+10
2308.59,1.58276e+12
2309.33,5.57574e+11
2310.06,7.67094e+09
2310.79,2.14763e+11
2311.52,2.8249e+11
2312.26,1.22162e+12
2312.99,3.08829e+10
2313.72,4.40394e+10
2314.45,1.28231e+12
2315.19,7.07676e+12
2315.92,8.15838e+10
2316.65,1.63961e+12
2317.38,6.86388e+11
2318.12,2.5569e+12
2318.85,1.18553e+11
2319.58,2.74199e+11
2320.31,8.61153e+10
2321.04,1.39994e+09
2321.78,2.64703e+11
2322.51,6.12324e+11
2323.24,2.83399e+11
2323.97,1.46773e+12
2324.71,6.6777e+11
2325.44,2.56454e+12
2326.17,2.35894e+10
2326.9,1.06066e+12
2327.64,2.38478e+12
2328.37,2.7957e+11
2329.1,1.07668e+11
2329.83,3.58435e+10
2330.57,1.94382e+12
2331.3,4.11526e+12
2332.03,1.09789e+11
2332.76,8.03869e+10
2333.5,4.49439e+12
2334.23,4.6977e+11
2334.96,3.31746e+11
2335.69,4.56442e+11
2336.43,9.66414e+11
2337.16,2.77226e+10
2337.89,3.22547e+10
2338.62,4.46332e+11
2339.36,5.46496e+11
2340.09,4.09805e+11
2340.82,2.24826e+12
2341.55,3.83402e+11
2342.29,1.9632e+12
2343.02,6.92805e+11
2343.75,2.55605e+11
2344.48,8.28542e+11
2345.21,1.37643e+12
2345.95,6.73361e+10
2346.68,5.15838e+12
2347.41,3.55751e+12
2348.14,3.7138e+11
2348.88,1.23437e+11
2349.61,2.53063e+12
2350.34,6.37014e+11
2351.07,9.12658e+11
2351.81,1.15448e+12
2352.54,1.31718e+11
2353.27,4.29959e+10
2354,2.74932e+12
2354.74,1.33585e+12
2355.47,2.1401e+12
2356.2,3.63523e+11
2356.93,2.72242e+12
2357.67,1.63351e+11
2358.4,8.62093e+11
2359.13,5.32852e+11
2359.86,3.4006e+12
2360.6,2.96055e+12
2361.33,7.90706e+10
2362.06,3.28313e+11
2362.79,1.51887e+12
2363.53,2.31747e+11
2364.26,1.55475e+11
2364.99,1.13207e+12
2365.72,2.33717e+12
2366.46,4.33539e+11
2367.19,3.87667e+11
2367.92,3.98519e+11
2368.65,4.37255e+11
2369.38,1.56961e+12
2370.12,1.61575e+12
2370.85,4.68633e+10
2371.58,6.07595e+11
2372.31,1.38141e+12
2373.05,2.66766e+12
2373.78,4.01742e+11
2374.51,9.56952e+11
2375.24,6.07103e+11
2375.98,2.77897e+12
2376.71,1.04577e+12
2377.44,5.49251e+11
2378.17,5.03403e+11
2378.91,1.55369e+12
2379.64,1.71536e+12
2380.37,3.80621e+11
2381.1,3.21507e+10
2381.84,1.0224e+12
2382.57,1.27739e+12
2383.3,7.60604e+11
2384.03,2.9987e+11
2384.77,2.97263e+11
2385.5,6.60411e+11
2386.23,1.82892e+12
2386.96,1.03993e+12
2387.7,2.83758e+10
2388.43,2.33584e+11
2389.16,1.27834e+12
2389.89,2.97507e+11
2390.62,3.65055e+10
2391.36,1.82601e+12
2392.09,4.16053e+12
2392.82,6.97693e+11
2393.55,5.31124e+11
2394.29,3.08614e+09
2395.02,2.62635e+12
2395.75,9.29538e+10
2396.48,2.94925e+12
2397.22,6.2467e+11
2397.95,3.14798e+12
2398.68,4.14456e+10
2399.41,1.59814e+11
2400.15,4.96732e+11
2400.88,1.0523e+12
2401.61,8.58311e+11
2402.34,1.78958e+12
2403.08,2.24741e+11
2403.81,2.55386e+11
2404.54,2.12589e+12
2405.27,5.69935e+12
2406.01,2.39178e+10
2406.74,1.39876e+12
2407.47,9.9401e+11
2408.2,2.57179e+11
2408.94,2.62496e+11
2409.67,1.68789e+12
2410.4,3.20305e+10
2411.13,2.69753e+12
2411.87,2.06743e+11
2412.6,1.01888e+12
2413.33,6.30917e+11
2414.06,3.47105e+10
2414.79,2.44753e+11
2415.53,7.50362e+11
2416.26,6.31548e+11
2416.99,2.0824e+11
2417.72,1.51655e+11
2418.46,3.37854e+12
2419.19,2.52482e+11
2419.92,1.6923e+11
2420.65,2.82247e+12
2421.39,2.74965e+12
2422.12,3.7126e+10
2422.85,5.0292e+10
2423.58,4.42992e+10
2424.32,1.76159e+12
2425.05,1.23807e+12
2425.78,3.28835e+10
2426.51,2.38551e+12
2427.25,1.40754e+12
2427.98,1.42545e+12
2428.71,5.69248e+11
2429.44,9.37934e+11
2430.18,1.27577e+11
2430.91,6.27019e+09
2431.64,6.86897e+10
2432.37,3.51094e+11
2433.11,1.32074e+09
2433.84,2.35114e+12
2434.57,1.02499e+12
2435.3,1.28768e+12
2436.04,4.02422e+10
2436.77,6.03863e+12
2437.5,2.0558e+12
2438.23,1.24242e+11
2438.96,3.24577e+10
2439.7,6.46204e+11
2440.43,6.65723e+11
2441.16,1.46276e+11
2441.89,5.00344e+10
2442.63,4.44214e+11
2443.36,1.27399e+12
2444.09,2.82441e+09
2444.82,1.74451e+10
2445.56,2.40551e+11
2446.29,3.91434e+09
2447.02,4.13868e+08
2447.75,7.10589e+10
2448.49,2.60148e+10
2449.22,2.03766e+10
2449.95,1.04717e+11
2450.68,3.78878e+10
2451.42,1.16463e+11
2452.15,2.63941e+11
2452.88,1.54544e+12
2453.61,7.96875e+10
2454.35,3.72705e+10
2455.08,7.05832e+10
2455.81,8.9857e+11
2456.54,5.33294e+11
2457.28,1.9842e+09
2458.01,2.04056e+08
2458.74,3.69014e+12
2459.47,4.04222e+12
2460.21,6.07255e+11
2460.94,3.89731e+11
2461.67,1.99067e+12
2462.4,1.26708e+12
2463.13,1.4753e+10
2463.87,2.18381e+11
2464.6,4.22148e+10
2465.33,6.00516e+10
2466.06,4.22681e+11
2466.8,1.94221e+11
2467.53,1.1252e+12
2468.26,3.28618e+11
2468.99,1.926e+12
2469.73,1.15959e+12
2470.46,1.64543e+11
2471.19,1.5843e+12
2471.92,1.55925e+12
2472.66,6.13162e+10
2473.39,2.19725e+10
2474.12,2.55088e+10
2474.85,3.85401e+12
2475.59,1.28633e+12
2476.32,4.70582e+11
2477.05,1.18145e+12
2477.78,3.3023e+12
2478.52,6.52029e+10
2479.25,5.85633e+10
2479.98,9.60681e+11
2480.71,3.0211e+11
2481.45,1.32315e+11
2482.18,1.67672e+11
2482.91,7.47831e+10
2483.64,1.13684e+12
2484.38,6.25668e+10
2485.11,2.30653e+12
2485.84,2.06873e+11
2486.57,1.76763e+12
2487.3,2.65856e+11
2488.04,3.37235e+11
2488.77,9.74054e+11
2489.5,1.05221e+12
2490.23,4.69581e+11
2490.97,6.34622e+12
2491.7,5.53456e+11
2492.43,4.96977e+11
2493.16,1.04013e+12
2493.9,1.64392e+12
2494.63,4.27409e+11
2495.36,1.27992e+12
2496.09,3.29164e+11
2496.83,3.16418e+11
2497.56,2.82797e+11
2498.29,3.2924e+12
2499.02,4.74178e+09
2499.76,2.53177e+12
2500.49,2.66152e+11
2501.22,2.03505e+12
2501.95,2.30622e+11
2502.69,5.85979e+11
2503.42,1.0204e+12
2504.15,3.89739e+12
2504.88,1.12306e+12
2505.62,6.92904e+10
2506.35,6.94379e+11
2507.08,1.16666e+12
2507.81,2.89517e+10
2508.54,5.64029e+10
2509.28,2.12143e+12
2510.01,1.17628e+12
2510.74,2.7714e+11
2511.47,4.52177e+11
2512.21,2.79929e+11
2512.94,6.04476e+11
2513.67,1.8486e+12
2514.4,6.6775e+11
2515.14,4.03837e+11
2515.87,5.16018e+10
2516.6,2.92951e+12
2517.33,6.5274e+11
2518.07,1.04467e+12
2518.8,4.60946e+11
2519.53,1.21665e+12
2520.26,2.30527e+12
2521,4.14898e+11
2521.73,7.51876e+11
2522.46,2.21496e+10
2523.19,2.6053e+12
2523.93,2.24878e+11
2524.66,5.44884e+11
2525.39,1.53618e+11
2526.12,1.13575e+12
2526.86,9.65881e+11
2527.59,5.17951e+11
2528.32,2.30941e+11
2529.05,2.93004e+11
2529.79,9.50249e+11
2530.52,1.76933e+12
2531.25,2.61441e+11
2531.98,6.55297e+09
2532.71,7.09705e+11
2533.45,8.64614e+11
2534.18,8.01259e+10
2534.91,1.59951e+11
2535.64,3.17964e+12
2536.38,2.43501e+12
2537.11,2.94254e+11
2537.84,4.73032e+11
2538.57,5.56916e+11
2539.31,1.69271e+12
2540.04,1.40245e+12
2540.77,9.4362e+11
2541.5,2.47266e+12
2542.24,1.22046e+12
2542.97,1.74524e+11
2543.7,2.78162e+10
2544.43,8.60866e+11
2545.17,7.584e+11
2545.9,1.03686e+12
2546.63,1.37247e+12
2547.36,2.53585e+10
2548.1,3.56823e+09
2548.83,4.52e+12
2549.56,2.6021e+12
2550.29,3.76457e+11
2551.03,1.21696e+12
2551.76,6.26815e+11
2552.49,1.42186e+11
2553.22,6.47538e+11
2553.96,1.04581e+12
2554.69,1.03801e+12
2555.42,1.19834e+12
2556.15,1.14409e+12
2556.88,7.01618e+10
2557.62,7.45031e+11
2558.35,1.20545e+11
2559.08,2.87666e+09
2559.81,1.14976e+12
2560.55,9.01269e+10
2561.28,1.90754e+11
2562.01,1.09146e+12
2562.74,2.41637e+12
2563.48,6.40697e+10
2564.21,6.89339e+10
2564.94,4.0989e+12
2565.67,6.42168e+11
2566.41,1.25104e+11
2567.14,5.90402e+10
2567.87,3.93031e+11
2568.6,1.81887e+12
2569.34,5.39294e+11
2570.07,3.02491e+11
2570.8,2.92681e+12
2571.53,9.99211e+10
2572.27,1.96703e+12
2573,7.86017e+09
2573.73,8.26438e+11
2574.46,1.29e+10
2575.2,1.42415e+10
2575.93,6.55598e+10
2576.66,3.32824e+11
2577.39,3.96504e+11
2578.12,2.53051e+12
2578.86,2.98879e+10
2579.59,1.52118e+12
2580.32,9.30287e+11
2581.05,5.72856e+12
2581.79,2.25244e+11
2582.52,1.53801e+11
2583.25,4.16302e+10
2583.98,9.89862e+11
2584.72,1.24024e+11
2585.45,1.93399e+11
2586.18,3.85624e+10
2586.91,9.13779e+11
2587.65,5.75967e+11
2588.38,4.99542e+10
2589.11,6.39207e+10
2589.84,1.14289e+11
2590.58,2.67995e+10
2591.31,4.32265e+10
2592.04,1.13476e+10
2592.77,1.84745e+10
2593.51,8.34574e+10
2594.24,7.85061e+10
2594.97,1.02777e+10
2595.7,6.02727e+10
2596.44,9.04727e+11
2597.17,8.09809e+11
2597.9,1.29844e+10
2598.63,1.39474e+11
2599.37,3.15414e+10
2600.1,1.10211e+12
2600.83,1.1125e+11
2601.56,2.56226e+10
2602.29,3.22704e+11
2603.03,5.41457e+12
2603.76,8.22004e+11
2604.49,1.40491e+12
2605.22,7.2387e+10
2605.96,2.25207e+12
2606.69,3.40616e+11
2607.42,1.48859e+11
2608.15,1.06574e+11
2608.89,5.1732e+09
2609.62,1.58924e+11
2610.35,5.05993e+11
2611.08,1.59457e+10
2611.82,1.38017e+12
2612.55,8.69606e+10
2613.28,2.24309e+12
2614.01,1.99395e+11
2614.75,5.55947e+11
2615.48,1.87226e+12
2616.21,5.70439e+11
2616.94,1.07126e+11
2617.68,3.01609e+10
2618.41,6.50732e+11
2619.14,3.9898e+12
2619.87,2.19014e+10
2620.61,1.49953e+11
2621.34,2.97643e+12
2622.07,1.13418e+12
2622.8,2.78859e+11
2623.54,1.17746e+11
2624.27,9.48469e+11
2625,6.24359e+09
2625.73,6.71086e+10
2626.46,3.59199e+11
2627.2,1.07063e+11
2627.93,7.50824e+11
2628.66,1.05784e+12
2629.39,9.54758e+11
2630.13,1.11369e+12
2630.86,9.27036e+11
2631.59,1.90554e+11
2632.32,5.11194e+11
2633.06,1.03485e+12
2633.79,3.6473e+11
2634.52,2.53439e+12
2635.25,4.41528e+12
2635.99,4.96947e+10
2636.72,8.41806e+10
2637.45,1.91831e+12
2638.18,7.29671e+11
2638.92,5.17858e+11
2639.65,1.19759e+12
2640.38,2.97375e+10
2641.11,1.55798e+11
2641.85,1.3796e+12
2642.58,2.03022e+12
2643.31,8.18225e+11
2644.04,1.05885e+12
2644.78,1.5975e+12
2645.51,5.76065e+11
2646.24,6.28885e+11
2646.97,3.76562e+11
2647.71,1.96935e+12
2648.44,3.07117e+12
2649.17,2.16063e+11
2649.9,1.61907e+11
2650.63,1.07829e+12
2651.37,4.64657e+11
2652.1,1.36426e+11
2652.83,4.06335e+11
2653.56,2.17426e+12
2654.3,4.72401e+11
2655.03,2.6044e+11
2655.76,3.85896e+11
2656.49,2.81927e+11
2657.23,9.56937e+11
2657.96,1.59565e+12
2658.69,8.13896e+10
2659.42,6.14228e+11
2660.16,3.68762e+11
2660.89,2.83048e+12
2661.62,6.59107e+10
2662.35,9.82978e+11
2663.09,3.40794e+11
2663.82,1.90575e+12
2664.55,1.29291e+12
2665.28,3.26341e+11
2666.02,6.20531e+11
2666.75,5.13325e+11
2667.48,2.05463e+12
2668.21,7.29687e+10
2668.95,1.78369e+11
2669.68,5.82965e+11
2670.41,1.02897e+12
2671.14,7.03246e+11
2671.88,3.06175e+11
2672.61,2.24903e+11
2673.34,4.0465e+11
2674.07,1.2501e+12
2674.8,1.18085e+12
2675.54,2.91157e+10
2676.27,4.97874e+10
2677,9.854e+11
2677.73,4.00215e+11
2678.47,3.13665e+10
2679.2,7.60461e+11
2679.93,3.53878e+12
2680.66,9.88118e+11
2681.4,3.22269e+11
2682.13,1.13846e+11
2682.86,1.68475e+12
2683.59,2.39014e+11
2684.33,2.51476e+12
2685.06,1.22155e+10
2685.79,2.93971e+12
2686.52,1.54101e+11
2687.26,1.92924e+11
2687.99,1.7696e+11
2688.72,8.90967e+11
2689.45,6.50378e+11
2690.19,1.27778e+12
2690.92,5.28863e+11
2691.65,2.1214e+11
2692.38,6.44487e+11
2693.12,5.05992e+12
2693.85,4.18774e+11
2694.58,9.52855e+11
2695.31,9.12023e+11
2696.04,3.09795e+11
2696.78,1.35368e+11
2697.51,1.15771e+12
2698.24,1.25032e+11
2698.97,2.10419e+12
2699.71,8.17155e+10
2700.44,1.23243e+12
2701.17,2.04362e+11
2701.9,2.28115e+11
2702.64,2.79059e+11
2703.37,2.59727e+11
2704.1,8.18053e+11
2704.83,7.92878e+10
2705.57,2.75343e+10
2706.3,2.26068e+12
2707.03,7.62859e+11
2707.76,2.23743e+11
2708.5,1.15941e+12
2709.23,3.16777e+12
2709.96,6.55253e+09
2710.69,6.08106e+10
2711.43,1.96922e+10
2712.16,1.02979e+12
2712.89,1.30021e+12
2713.62,1.2171e+11
2714.36,1.23111e+12
2715.09,1.9643e+12
2715.82,5.12161e+11
2716.55,1.07332e+12
2717.29,4.89751e+11
2718.02,2.91678e+11
2718.75,1.72603e+10
2719.48,5.58286e+10
2720.21,1.83652e+11
2720.95,7.54975e+10
2721.68,1.33306e+12
2722.41,1.51778e+12
2723.14,4.88522e+11
2723.88,4.76492e+11
2724.61,3.49441e+12
2725.34,3.03861e+12
2726.07,2.28671e+10
2726.81,6.6646e+10
2727.54,2.641e+11
2728.27,7.97655e+11
2729,4.74494e+10
2729.74,9.36266e+10
2730.47,1.8045e+11
2731.2,1.09336e+12
2731.93,7.64506e+10
2732.67,3.93878e+10
2733.4,1.86314e+11
2734.13,6.64632e+09
2734.86,6.71617e+09
2735.6,7.77817e+10
2736.33,7.94368e+09
2737.06,1.14228e+09
2737.79,1.03023e+11
2738.53,4.80448e+10
2739.26,6.81336e+10
2739.99,5.50135e+10
2740.72,1.28395e+12
2741.46,1.96173e+11
2742.19,8.42855e+09
2742.92,1.30396e+11
2743.65,4.0331e+11
2744.38,7.11443e+11
2745.12,5.08232e+09
2745.85,1.45528e+10
2746.58,1.67721e+12
2747.31,4.51337e+12
2748.05,4.38543e+10
2748.78,8.25992e+11
2749.51,9.83312e+11
2750.24,1.48475e+12
2750.98,1.30209e+10
2751.71,1.97167e+11
2752.44,5.16285e+10
2753.17,1.45098e+10
2753.91,2.65481e+11
2754.64,3.16289e+11
2755.37,4.79205e+11
2756.1,6.89935e+11
2756.84,9.19496e+11
2757.57,1.45785e+12
2758.3,1.54621e+10
2759.03,9.74822e+11
2759.77,1.5971e+12
2760.5,8.75939e+10
2761.23,5.0543e+10
2761.96,4.71001e+09
2762.7,2.13886e+12
2763.43,2.13141e+12
2764.16,2.53459e+11
2764.89,2.64384e+11
2765.62,3.2522e+12
2766.36,8.47764e+10
2767.09,1.62002e+11
2767.82,5.36956e+11
2768.55,4.93915e+11
2769.29,5.67477e+10
2770.02,4.33899e+10
2770.75,2.0403e+11
2771.48,6.50527e+11
2772.22,5.36459e+10
2772.95,1.88354e+12
2773.68,6.68615e+10
2774.41,1.53981e+12
2775.15,3.43943e+11
2775.88,2.09926e+11
2776.61,6.75433e+11
2777.34,9.66114e+11
2778.08,1.25077e+10
2778.81,4.56856e+12
2779.54,1.47243e+12
2780.27,4.24747e+11
2781.01,3.24363e+11
2781.74,1.70914e+12
2782.47,3.58173e+11
2783.2,8.22522e+11
2783.94,5.99743e+11
2784.67,1.85755e+11
2785.4,2.51644e+10
2786.13,2.42106e+12
2786.87,3.66359e+11
2787.6,1.93312e+12
2788.33,1.27871e+10
2789.06,2.00763e+12
2789.79,5.0652e+10
2790.53,5.94728e+11
2791.26,5.08004e+11
